309790,https://www.zomato.com/vaultcafecp
309478,https://www.zomato.com/ncr/ambrosia-bliss-connaught-place-new-delhi
900,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi
308579,https://www.zomato.com/ncr/the-town-house-cafe-connaught-place-new-delhi
309138,https://www.zomato.com/ncr/monkey-bar-connaught-place-new-delhi
302878,https://www.zomato.com/ncr/cha-bar-connaught-place-new-delhi
4249,https://www.zomato.com/ncr/wengers-connaught-place-delhi
305453,https://www.zomato.com/ncr/chew-pan-asian-cafe-connaught-place-new-delhi
301489,https://www.zomato.com/ncr/barbeque-nation-connaught-place-new-delhi
310143,https://www.zomato.com/NaturalsCP
301605,https://www.zomato.com/ncr/warehouse-cafe-connaught-place-new-delhi
301011,https://www.zomato.com/ncr/starbucks-1-connaught-place-new-delhi
310448,https://www.zomato.com/ncr/burger-king-connaught-place-new-delhi
4631,https://www.zomato.com/ncr/andhra-bhavan-connaught-place-delhi
309586,https://www.zomato.com/ncr/kinbuck-2-connaught-place-new-delhi
7855,https://www.zomato.com/ncr/dunkin-donuts-1-connaught-place-new-delhi
3393,https://www.zomato.com/ncr/parikrama-the-revolving-restaurant-connaught-place-new-delhi
6957,https://www.zomato.com/ncr/my-bar-lounge-and-restaurant-connaught-place-new-delhi
55,https://www.zomato.com/ncr/bercos-connaught-place-new-delhi
3506,https://www.zomato.com/ncr/indian-coffee-house-connaught-place-new-delhi
309955,https://www.zomato.com/ncr/nandos-connaught-place-new-delhi
910,https://www.zomato.com/ncr/united-coffee-house-connaught-place-delhi
2903,https://www.zomato.com/ncr/kake-da-hotel-connaught-place-new-delhi
4815,https://www.zomato.com/ncr/route-04-connaught-place-new-delhi
870,https://www.zomato.com/ncr/nizams-kathi-kabab-connaught-place-delhi
310463,https://www.zomato.com/ncr/sbarro-1-connaught-place-new-delhi
301665,https://www.zomato.com/ncr/white-waters-connaught-place-new-delhi
1793,https://www.zomato.com/ncr/qba-connaught-place-new-delhi
306497,https://www.zomato.com/ncr/punjabi-by-nature-quickie-connaught-place-new-delhi
307190,https://www.zomato.com/ncr/the-rolling-joint-connaught-place-new-delhi
5802,https://www.zomato.com/ncr/golden-cafe-paharganj-new-delhi
305766,https://www.zomato.com/ncr/sam-s-restaurant-bar-paharganj-new-delhi
1910,https://www.zomato.com/ncr/gupta-sweet-corner-gole-market-new-delhi
6174,https://www.zomato.com/ncr/gulnar-hotel-janpath-janpath-new-delhi
309291,https://www.zomato.com/ncr/creme-n-crisp-gole-market-new-delhi
311146,https://www.zomato.com/ncr/uzzuri-deli-janpath-new-delhi
