02881,23659
02854,23627
02882,23610
04409,23608
33527,23586
02853,23578
40005,23562
37756,23505
19718,23496
59735,23495
59736,23494
19717,23493
02874,23484
04410,23478
08749,23460
22935,23452
19454,23390
73916,23336
73914,23335
73913,23334
73912,23333
73911,23332
73905,23331
73904,23330
73903,23329
73902,23328
73901,23327
53498,23286
53497,23285
53496,23284
53495,23282
22695,23258
22116,23244
22115,23243
16580,23233
16579,23230
04417,23213
04418,23212
56278,23210
56277,23209
11054,23205
11074,23208
11073,23207
11053,23203
14611,23190
14612,23189
19401,23187
19402,23188
04404,23171
19022,23174
19021,23173
04403,23172
14222,23166
14221,23165
19418,23153
19417,23152
56716,23142
56715,23141
14319,23123
14320,23122
51604,23121
19806,23120
19805,23119
55819,23107
55820,23106
02657,23102
13064,23098
13063,23097
02261,23088
37731,23072
43247-Slip,23071
43844,23066
08245,23050
08246,23049
63261,23036
63262,23035
78822,23024
78821,23023
53556,23019
53555,23020
53520-Slip,23017
13131-Slip,23009
13132,23007
13131,23003
53075,22993
41579,22966
41581,22965
41583,22964
55220,22955
55280,22948
55279,22947
08244,22943
16354,22946
16353,22945
08243,22941
34156,22938
22120,22937
22119,22936
22118,22934
22117,22933
37362,22922
37361,22924
37378,22923
05310,22913
05309,22912
00852,22874
12430,22873
12429,22872
18110-Slip,22871
00851,22868
55614,22867
55613,22866
02203,22863
02511,22843
02512,22842
13044,22836
13043,22835
67249,22834
67250,22833
79310,22830
79309,22829
79308,22828
79306,22827
79307,22826
79305,22825
33366,22816
33367,22815
11012,22810
16574,22809
16573,22808
56530,22804
56529,22803
74016,22797
74015,22796
14512-Slip,22793
79460,22792
79458,22791
79459,22790
70105,22785
79457,22789
70106,22786
08794,22784
08793,22783
08587,22781
08588,22782
08586,22780
08585,22779
14502,22777
14501,22776
09761,22774
09762,22773
04768,22772
04767,22771
04765,22770
04766,22769
56770,22768
74013,22766
74014,22767
18638,22765
64222,22762
73036,22758
64221,22761
15712,22760
73035,22757
15711,22759
07235,22756
12488-Slip,22755
22487,22754
18214,22751
69195,22748
69196,22749
59168,22747
18213,22742
59167,22746
52147,22745
54706,22740
54705,22739
42901,22737
42701,22736
40653,22735
40762,22734
40662,22730
40652,22733
40654,22732
40660,22731
40666,22729
40651,22728
41134,22727
41136,22726
02808,22702
02807,22699
55106,22695
55105,22694
53026,22693
55762,22690
55761,22689
15615,22688
97313,22675
97311,22674
97612,22672
97309,22673
97307,22671
97604,22665
97305,22670
97303,22669
97610,22668
97608,22667
97606,22666
96303,22664
97302,22663
97301,22662
96657,22661
17236,22657
66307,22659
66308,22658
64932,22647
22913,22645
22914,22644
15232,22641
15231,22640
08502,22634
08402,22636
08401,22635
08501,22633
40801,22627
13281,22630
51152,22624
51151,22623
63106,22621
63105,22620
40655,22617
40659,22615
40565,22616
40661,22614
40657,22613
08568,22610
08567,22609
55052,22601
07410,22603
55051,22600
75006,22599
75004,22598
75002,22597
75005,22596
75003,22595
75001,22594
34140,22579
00111,22577
14153,22552
12066,22549
12065,22548
14154,22550
34134,22547
06752,22497
06751,22496
54834,22491
76517,22482
77689,22475
77690,22474
77694,22473
02112,22467
02111,22466
37363,22457
07408,22447
74201,22453
38110,22439
38101,22438
31918,22435
31392,22432
64931,22430
17320,22429
17319,22428
16566,22422
16565,22421
01452,22420
01451,22419
06335,22410
02727,22401
02728,22396
38362,22383
38230,22382
38259,22384
37290,22380
38387,22376
38455,22379
38456,22378
38389,22377
38454,22375
38453,22374
38723,22373
38176,22368
38452,22372
38451,22371
38448,22369
38361,22366
38155,22365
38366,22364
38708,22362
38236,22361
38625,22360
38432,22359
38119,22358
38426,22357
38706,22356
19578,22354
38313,22355
19577,22353
56366,22352
56365,22351
14522,22349
14521,22347
02864,22345
02863,22339
02838,22338
02837,22337
54832,22336
54831,22335
55352,22334
55351,22333
11301,22330
16572,22325
16571,22324
22880,22323
58504,22322
58503,22321
22879,22318
16177,22311
16106,22300
59508,22294
59507,22293
13250,22291
13249,22290
72502,22282
12592-Slip,22287
12591-Slip,22286
17603-Slip2,22284
17603,22283
72501,22281
37380,22279
35019,22278
35020,22277
76519,22276
53082,22274
76520,22275
53081,22273
99801,22272
99821,22271
37377,22270
13282,22266
16101,22268
13168,22265
19579,22264
17231,22261
15616,22262
17232,22260
56217,22253
54765,22257
54766,22256
19308,22252
16022,22251
22310,22244
22309,22243
55534,22235
58230,22225
17411,22224
74202,22223
78020,22222
78019,22221
55533,22220
18520,22218
04806,22217
04805,22216
13255,22215
13256,22214
59154,22213
59153,22212
55281,22209
55282,22208
13345-Slip,22207
23346,22206
16130,22205
16129,22204
13120,22195
13119,22194
77236,22193
53479,22196
64235,22191
64236,22190
22458,22185
16105,22187
41129,22184
41139,22183
59204,22182
59203,22181
59202,22180
59201,22179
14806,22178
14805,22177
18519,22175
57522,22172
57521,22171
15622,22168
15621,22167
68001,22166
34355,22165
34360,22164
34899,22163
34898,22162
38912,22161
38907,22160
22387,22159
22388,22158
18422,22149
18421,22148
56803,22147
13167,22151
56802,22146
31753,22145
31751,22144
31747,22142
31749,22143
31745,22141
31754,22140
31752,22139
31746,22137
31748,22138
31744,22136
16188,22133
56769,22132
17414,22126
66310,22127
66309,22125
17413,22124
22462,22123
22351,22120
05066,22119
13165,22122
22352,22121
05065,22118
18568,22117
18567,22116
13166,22115
17235,22114
19576,22113
19575,22112
56218,22111
14606,22106
22636,22110
22635,22109
15025,22108
14605,22107
18407,22104
18408,22103
11204,22102
11203,22101
11206,22100
11205,22099
16004,22098
16003,22097
22652,22096
22651,22095
14626,22094
14625,22093
18216,22092
18215,22091
15026,22088
16534-Slip,22087
22461,22086
22634,22084
14152,22083
14151,22082
22633,22081
51680,22080
19804,22079
31750,22075
19803,22078
22683,22074
18502,22073
18501,22072
15118,22069
15117,22068
16617,22067
16618,22066
19580,22065
12551,22054
17318,22058
11202,22057
18516,22056
18515,22055
12552,22053
22806,22052
22805,22051
11201,22050
11306,22049
11305,22048
22456,22047
17222,22046
19062,22043
19061,22042
22632,22045
22631,22044
22684,22041
22916,22039
16569,22038
14803,22037
16570,22036
22931,22035
22915,22034
22477,22032
22478,22033
15116,22031
19715,22028
64282,22027
14804,22026
64281,22025
22932,22024
19716,22023
15115,22022
17221,22021
22808,22019
68048,22018
68047,22017
22114,22016
22113,22015
56664,22014
56663,22013
17605,22012
17606,22011
22685,22010
38124,22009
16184,22008
16183,22007
18637,22006
22807,22005
18574,22004
18573,22003
22918,21998
22917,21997
22457,21996
22110,21995
22455,21994
22109,21993
59839,21992
59840,21991
59837,21990
59838,21989
77695,21988
77696,21987
17223,21986
17224,21985
53366,21983
53369,21982
53365,21981
53370,21979
74926,21978
16181,21974
74925,21977
16182,21973
16186,21971
16185,21970
56581,21969
56582,21968
16615,21964
16616,21963
74033,21957
74034,21956
74035,21955
74036,21954
74037,21953
74038,21952
74031,21951
56108,21940
56107,21939
56106,21938
56105,21937
17615,21934
51119,21923
12422,21909
14220,21905
14219,21904
12421,21903
56880,21899
56872,21898
56871,21897
66609,21888
66608,21885
63221,21883
63222,21882
93019,21875
93017,21874
93015,21873
93013,21872
93011,21871
93005,21868
93009,21870
93007,21869
93003,21867
93001,21866
93020,21865
93018,21864
93016,21863
93014,21862
93012,21860
93010,21859
93008,21858
93006,21857
93004,21856
93002,21855
22829,21854
38428,21848
22830,21844
22401,21840
22402,21839
19251,21833
19252,21832
79456,21830
79455,21829
68095,21828
68096,21827
78028,21826
78027,21825
22982,21824
69136,21821
69134,21820
69135,21819
69133,21818
01054,21817
56883,21815
56881,21814
56875,21808
56886,21813
56884,21812
56876,21805
31634,21800
15472-Slip,21804
15471-Slip,21803
15472,21802
31631,21801
31786,21799
31784,21798
31783,21797
31726,21796
31725,21795
31711,21792
31712,21791
31713,21794
31714,21793
31782,21790
31781,21789
31755,21785
33738,21788
33737,21787
31756,21786
66612,21777
12060,21781
66611,21776
64445,21767
37786,21747
63104,21749
63103,21748
37558,21746
12771,21745
12772,21744
37557,21743
55912,21739
13240,21738
19613,21732
78034,21731
78033,21730
37292,21729
37291,21728
64912,21727
64911,21726
63260,21725
63259,21724
63257,21722
63258,21723
19414,21719
19413,21718
71907,21711
15470,21708
78031,21703
08019,21706
78032,21702
22182,21700
37414,21686
37412,21685
37413,21684
13138,21680
37411,21683
13137,21681
22181,21676
92014,21674
92013,21673
12025,21666
12026,21667
55704,21659
55703,21658
55702,21657
02096,21652
02095,21651
54103-Slip,21649
54104-Slip,21650
55074,21646
55073,21645
55071,21644
37511,21638
37512,21636
EX-RAKE-SPR,21634
95011,21633
95009,21632
34539,21630
34530,21629
34542,21628
17616,21627
75716,21616
75715,21615
36074,21607
34835,21606
34822,21605
72504,21602
15013-Slip,21601
55766,21600
73022,21599
73021,21598
55710,21597
55709,21596
12046,21588
12045,21587
54020,21584
54019,21583
11703,21582
07049,21573
07050,21574
38922,21568
38921,21567
40664,21552
55078,21547
55082,21546
55081,21545
55079,21544
55077,21543
22206,21538
22208,21535
68070,21532
68069,21531
68098,21530
68090,21529
22207,21525
68089,21528
68097,21527
68084,21526
12769,21524
12770,21523
40650,21522
40648,21520
40649,21521
40647,21519
40646,21518
40644,21517
40642,21516
40641,21515
40640,21514
40638,21512
40639,21513
40637,21511
40636,21510
40635,21509
40634,21508
40630,21504
40633,21507
40632,21506
40631,21505
40628,21503
40627,21502
40626,21501
40624,21500
40622,21499
40618,21498
40616,21497
40614,21496
40612,21495
40608,21493
40610,21494
40606,21492
40604,21491
22630,21490
22629,21489
51437,21488
51438,21487
40546,21486
40537,21485
12776,21480
12775,21479
55076,21478
66305,21476
15112,21474
15111,21473
11651-Slip,21469
56776,21465
16524,21462
40521,21456
40530,21457
56771,21450
56773,21448
56774,21447
40422,21446
40420,21445
40419,21444
40418,21443
40417,21442
40416,21441
40415,21440
40414,21439
40412,21437
40413,21438
40411,21436
40410,21435
40408,21434
40407,21433
40406,21432
40404,21431
40402,21429
40403,21430
05058,21426
52146,21421
52158,21424
52152,21423
52150,21422
52157,21420
52151,21419
52145,21417
52149,21418
05057,21414
01656,21392
01655,21391
40400,21371
40398,21370
40397,21369
40396,21368
40395,21367
40394,21366
40392,21365
40391,21364
40390,21363
40389,21362
40388,21361
40387,21360
40386,21359
40385,21358
40384,21357
40383,21356
40382,21355
40380,21354
40379,21353
40378,21352
40377,21351
40376,21350
40375,21349
40374,21348
40373,21347
40372,21346
40371,21345
40370,21344
40369,21343
40368,21342
40367,21341
40366,21340
40365,21339
40364,21338
40363,21337
40362,21336
40361,21335
40360,21334
40359,21333
40358,21332
40357,21331
40356,21330
40355,21329
40354,21328
40353,21327
40352,21326
40350,21325
40348,21324
40347,21323
40346,21322
40344,21320
40345,21321
40343,21319
40342,21318
40340,21317
40338,21316
40330,21312
40328,21311
40336,21315
40334,21314
40332,21313
40318,21306
40326,21310
40324,21309
40322,21308
40320,21307
40314,21305
40312,21304
40310,21303
40308,21302
40306,21301
40304,21300
40302,21299
40153,21298
11704,21296
55717,21294
15463,21291
15464,21292
95738,21283
95736,21282
95732,21281
16517-Slip,21276
95728,21280
95739,21279
55911,21275
55072,21272
71908,21274
55601,21273
16518-Slip,21263
16523,21261
55765,21260
37374,21248
37375,21247
41553,21243
00855,21242
40756,21239
53076,21238
15469,21237
40602,21236
40752,21235
15471,21234
12762,21226
12761,21225
43831,21219
22686,21214
16337-Slip,21213
56879,21212
55164,21211
55163,21210
14807,21206
91400,21200
91389,21199
91274,21201
91273,21198
91189,21197
06336,21182
69192,21175
69191,21174
69190,21173
69189,21172
12043,21171
12044,21170
50120,21167
50119,21166
96652,21165
96648,21164
95204,21163
96200,21162
96226,21161
96516,21160
96230,21159
96346,21158
95330,21157
95326,21156
96632,21155
97130,21154
97112,21153
97054,21152
97230,21151
97238,21150
97220,21149
97244,21148
97208,21147
95804,21146
06518,21145
97134,21144
97086,21143
97010,21142
97030,21141
97126,21140
97748,21137
95722,21139
95704,21138
97736,21136
97732,21135
97722,21134
97540,21133
97538,21132
97536,21131
97532,21130
97514,21129
97520,21128
97500,21127
96646,21126
96650,21125
96638,21122
96636,21121
96642,21124
96640,21123
96634,21120
96630,21119
96628,21118
96626,21117
96622,21115
96620,21114
96624,21116
96618,21113
96610,21109
96616,21112
96614,21111
96608,21108
96612,21110
96606,21107
96604,21106
06517,21105
97744,21100
97724,21101
97742,21099
97750,21098
97746,21097
97740,21096
97734,21095
97730,21094
97720,21093
97716,21092
97714,21091
97712,21090
97710,21089
97708,21088
97706,21087
97704,21086
97702,21085
97700,21084
97602,21083
97600,21082
37371,21076
18211,21071
18212,21072
97430,21069
97494,21068
97476,21067
97466,21063
97424,21066
97490,21065
97516,21064
95910,21062
95904,21061
97448,21060
97510,21059
97432,21058
97418,21057
97438,21056
97484,21055
97506,21054
97420,21053
97408,21052
97422,21051
97462,21050
97534,21049
97458,21048
97480,21047
97542,21046
97530,21045
97524,21044
95912,21043
97508,21042
97504,21041
97502,21040
72503,21039
97498,21037
97492,21036
97488,21035
97486,21034
97482,21033
97474,21032
97472,21031
97470,21030
97468,21029
97464,21028
97460,21027
95908,21026
97456,21025
97454,21024
97452,21023
97450,21022
95906,21021
97446,21020
97444,21019
97440,21018
57590,21015
97434,21014
97428,21013
97426,21012
97416,21011
97414,21010
97412,21009
97410,21008
95900,21007
97406,21006
97404,21005
97402,21004
97400,21003
97128,21001
97122,21000
97120,20999
97114,20998
97110,20997
97108,20996
97106,20995
97104,20994
97102,20993
97100,20992
97098,20991
95726,20990
97096,20989
97094,20988
97092,20987
97090,20986
97088,20985
97084,20984
97082,20983
97080,20982
97078,20981
97076,20980
97074,20979
97072,20978
97070,20977
97068,20976
97066,20975
37732,20974
95132,20972
96108,20971
95106,20970
96106,20969
96112,20968
97200,20967
97250,20966
97246,20965
97228,20962
97232,20964
97204,20963
97236,20961
97234,20960
97226,20959
97224,20958
97222,20957
97214,20954
97212,20953
97218,20956
97216,20955
97210,20952
97206,20951
95802,20950
97202,20949
95800,20948
96514,20947
96512,20946
96510,20945
96508,20944
96506,20943
96500,20940
55141,20939
96504,20942
96502,20941
96014,20924
96012,20923
96010,20922
96008,20921
96004,20919
96002,20918
96006,20920
96000,20917
96224,20916
95220,20911
96222,20915
96220,20914
96218,20913
96216,20912
95210,20910
96214,20909
96212,20908
96210,20907
96208,20906
96206,20905
96204,20904
96202,20903
96310,20899
96342,20896
96340,20895
96338,20894
96330,20890
96336,20893
96334,20892
96332,20891
96328,20889
96326,20888
96318,20885
96324,20887
96316,20884
96320,20886
96312,20883
96308,20882
97201,20876
96306,20881
96304,20880
96213,20879
96603,20873
96203,20878
97245,20877
97075,20875
96335,20874
96501,20872
18620,20871
18619,20870
97251,20849
97235,20848
97223,20847
95327,20846
97093,20844
97037,20845
97071,20843
97079,20842
97041,20841
97113,20840
97087,20839
95731,20836
97119,20838
97091,20835
97095,20837
95725,20834
97083,20833
97007,20828
95721,20832
95711,20831
96637,20830
97019,20829
97003,20827
97001,20826
96651,20825
96649,20824
96647,20823
96645,20822
96641,20820
96643,20821
96639,20819
95615,20818
95613,20817
95611,20816
96635,20815
95609,20814
96633,20812
95607,20813
96631,20811
95605,20810
96629,20809
96627,20808
96625,20807
96619,20804
96623,20806
96621,20805
96617,20803
96615,20802
95603,20801
56797,20797
96613,20796
96611,20795
96607,20790
95601,20794
95619,20793
95617,20792
96609,20791
96605,20789
97723,20786
97751,20788
97709,20787
97745,20785
97733,20784
97731,20783
97717,20782
97729,20781
97711,20778
97725,20780
97719,20779
97749,20777
97747,20776
97743,20775
97741,20774
97739,20773
97737,20772
97727,20770
97735,20771
97721,20769
97715,20768
97713,20767
97707,20766
97705,20765
97703,20764
97701,20763
97515,20760
97401,20757
97513,20759
97487,20758
97451,20756
97437,20755
97509,20754
95913,20753
95909,20749
97461,20752
97507,20751
97471,20748
97435,20750
97503,20747
97417,20746
97429,20741
97433,20745
97525,20744
97407,20743
97459,20742
97499,20740
97457,20739
97465,20738
97405,20737
97425,20736
97519,20735
97491,20734
55023,20733
97539,20729
97537,20728
97535,20727
97533,20726
97529,20725
97527,20724
97523,20723
95915,20722
97505,20721
95911,20720
97501,20719
97495,20718
97493,20717
97489,20716
97481,20715
97485,20714
97483,20713
97477,20712
97473,20711
97475,20710
97453,20705
97469,20709
97467,20708
97463,20707
97447,20704
97455,20706
97445,20703
97443,20702
97441,20701
97439,20700
95905,20697
95907,20699
97431,20698
97427,20696
95903,20695
97423,20694
97421,20693
97415,20691
97419,20692
97413,20690
97409,20689
97403,20688
97603,20687
97517,20683
97601,20686
97531,20685
97521,20684
55718,20682
97511,20681
97411,20678
97449,20680
95901,20679
96413,20677
95417,20676
95415,20675
95413,20674
96411,20673
96409,20672
96405,20670
96407,20671
96403,20669
96401,20668
56801,20667
96007,20662
56800,20666
96017,20665
96011,20664
96009,20663
96005,20661
96001,20660
97209,20659
97243,20658
97233,20657
97241,20656
97249,20655
97203,20654
97213,20653
97247,20652
95805,20651
97239,20650
97237,20649
97227,20648
97231,20647
97229,20646
97225,20645
97221,20644
97219,20643
95801,20642
97217,20641
97205,20640
97215,20639
97211,20638
97207,20637
97089,20625
97103,20627
97033,20624
97065,20626
97099,20623
97117,20617
97097,20622
97121,20621
97067,20620
97035,20619
97123,20618
97115,20616
97111,20615
97109,20614
97107,20613
97101,20612
97085,20611
97077,20609
97081,20610
97073,20608
97069,20607
97063,20606
97053,20601
97061,20605
97059,20604
97057,20603
97055,20602
97051,20600
97049,20599
97047,20598
97045,20597
97043,20596
97039,20595
97031,20594
97029,20593
97027,20592
96519,20591
95511,20590
95509,20589
95507,20588
95505,20587
96517,20586
96515,20585
96513,20584
96511,20583
96509,20582
95503,20581
96507,20580
95501,20579
96505,20578
96503,20577
96221,20576
96219,20575
96217,20574
95231,20572
96215,20573
95229,20571
95227,20570
95225,20569
95221,20568
96205,20564
96211,20567
96209,20566
95219,20563
96207,20565
95217,20562
95215,20561
95203,20555
95211,20559
95209,20558
95207,20557
95205,20556
95201,20554
96201,20553
96345,20552
96331,20551
96343,20546
96349,20545
96347,20544
96341,20543
96339,20542
96337,20541
96333,20540
96329,20539
96327,20538
96325,20537
96323,20536
96321,20535
95329,20533
95331,20534
95325,20532
95323,20531
95321,20530
95319,20529
95317,20528
95311,20525
95315,20527
95309,20524
95313,20526
95307,20523
95305,20522
02842,20517
95303,20521
95301,20520
02841,20516
90522,20513
90130,20512
90082,20511
90954,20510
90270,20509
90238,20508
90164,20507
92012,20506
91020,20505
90898,20502
91012,20504
90992,20503
90806,20501
90802,20500
90490,20499
90460,20498
16332-Slip,20494
90386,20497
90308,20496
90292,20495
90278,20492
90210,20490
90254,20491
90150,20489
90112,20488
90100,20487
90074,20486
91088,20485
92010,20484
91056,20483
91018,20482
90976,20481
90888,20480
90816,20479
90764,20478
90666,20477
90626,20476
16176,20475
91064,20469
90302,20474
90200,20473
92004,20472
91082,20471
91066,20470
91052,20468
91046,20467
91038,20466
90968,20465
90952,20463
90880,20461
90884,20462
90750,20460
90730,20459
90690,20458
90486,20453
90654,20457
90566,20456
90552,20455
90468,20452
90444,20451
90440,20450
90382,20449
90340,20448
90332,20447
90172,20445
90252,20446
90136,20444
90092,20443
91074,20442
90842,20441
90408,20437
90680,20440
90592,20439
90186,20436
90502,20438
90134,20435
90070,20434
90940,20433
90604,20429
90920,20432
90828,20431
90670,20430
90586,20428
90542,20427
90456,20424
90472,20426
90482,20425
90392,20423
90358,20422
90306,20421
90148,20420
90110,20419
90196,20416
90318,20418
90248,20417
90798,20415
90742,20414
90726,20413
91042,20408
90700,20412
90688,20411
90220,20410
90188,20409
90936,20407
90648,20406
90564,20405
90324,20404
90892,20402
90752,20400
90870,20401
90716,20399
90704,20398
90674,20397
90612,20396
90530,20395
90498,20394
90452,20392
90478,20393
90420,20391
90338,20390
90288,20389
90232,20388
90054,20384
90178,20387
90096,20386
90060,20385
90046,20383
90028,20382
90202,20379
90006,20380
91078,20378
91070,20377
91058,20376
91050,20375
91034,20374
91028,20373
91010,20371
91016,20372
91002,20370
90996,20369
90994,20368
90980,20367
90974,20366
90972,20365
90960,20364
90934,20362
90930,20361
90924,20360
90900,20358
90906,20359
90874,20357
90866,20356
90856,20355
90790,20350
90854,20354
90780,20349
90840,20353
90824,20352
90814,20351
90774,20348
90768,20347
90756,20346
90712,20344
90736,20345
90696,20343
90640,20341
90682,20340
90622,20336
90662,20339
90658,20338
90608,20335
90632,20337
90596,20334
90582,20333
90544,20328
90574,20332
90568,20331
90554,20330
90550,20329
90536,20327
90532,20326
90518,20325
90510,20324
90492,20323
90470,20322
90448,20321
90434,20320
90428,20319
90424,20318
90412,20317
90398,20316
90372,20315
90352,20314
90330,20313
90316,20312
90294,20311
90276,20310
90264,20309
90260,20308
90228,20306
90242,20307
90208,20305
90194,20304
90166,20303
90144,20302
90066,20298
90124,20301
90104,20300
90052,20297
90080,20299
90042,20296
91090,20292
90032,20295
90018,20294
90864,20291
11001,20293
90804,20290
90762,20289
91000,20288
91054,20283
90162,20287
91072,20286
91062,20285
91060,20284
91048,20282
91044,20281
91040,20280
91036,20279
91030,20278
91026,20277
91024,20276
91022,20275
91014,20274
91008,20273
91006,20272
90998,20271
90990,20270
90988,20269
90986,20268
90984,20267
90982,20266
90978,20265
90970,20264
90966,20263
90964,20262
90948,20261
90962,20260
90958,20259
90956,20258
90942,20257
90932,20256
90922,20254
90928,20255
90916,20253
90918,20252
90910,20251
90904,20250
90896,20249
90882,20246
90890,20248
90886,20247
90872,20245
90868,20244
90860,20243
90858,20242
90846,20238
90852,20241
90850,20240
90844,20239
90838,20237
90836,20236
90832,20235
90822,20233
90826,20234
90818,20232
90812,20231
90808,20230
01002,20225
56033,20229
56034,20228
01001,20224
90800,20223
90796,20222
90788,20221
90778,20218
90786,20220
90782,20219
90776,20217
90770,20216
90766,20215
90732,20210
90754,20214
90748,20213
90738,20212
90734,20211
90724,20209
90718,20208
90710,20207
90706,20206
90702,20205
90698,20204
90684,20202
90694,20203
90678,20201
90672,20200
90668,20199
90664,20198
90650,20194
90660,20197
90656,20196
90646,20193
90652,20195
90644,20192
90638,20191
90620,20186
90634,20190
90630,20189
90628,20188
90624,20187
90616,20185
90610,20184
90598,20183
90606,20182
90602,20181
90594,20180
90590,20179
90584,20178
90580,20177
90576,20176
90572,20175
90570,20174
90562,20173
90558,20171
90560,20172
90556,20170
90548,20169
90546,20168
90540,20167
90524,20163
90538,20166
90534,20165
90520,20162
90528,20164
90516,20161
90514,20160
90500,20156
90512,20159
90508,20158
90496,20155
90504,20157
90494,20154
90488,20153
90462,20148
90480,20152
90476,20151
90466,20150
90464,20149
90458,20147
90454,20146
90450,20145
90446,20144
90438,20143
90436,20142
90432,20141
90426,20140
90422,20139
90418,20138
90416,20137
90410,20136
90406,20135
90402,20134
90400,20133
90396,20132
90394,20131
90390,20130
90384,20129
90380,20128
90374,20126
90376,20127
90370,20125
90364,20124
90350,20123
90360,20122
90356,20121
90346,20120
90336,20118
90334,20117
90326,20116
90322,20115
90314,20114
90290,20112
90304,20113
90282,20111
90274,20110
90266,20109
90262,20108
90258,20107
90236,20104
90250,20106
90230,20103
90240,20105
90226,20102
90198,20097
90224,20101
90214,20100
90192,20096
90206,20099
90176,20098
90180,20095
90170,20094
90160,20093
90156,20092
90142,20090
90138,20089
90146,20091
90132,20088
90128,20087
90126,20086
90108,20082
90122,20085
90118,20084
90114,20083
90090,20077
90106,20081
90102,20080
90098,20079
90094,20078
90088,20076
90086,20075
90078,20074
90076,20073
90072,20072
90068,20071
90064,20070
90058,20069
90050,20068
90048,20067
90044,20066
90040,20065
90038,20064
90036,20063
90030,20062
90024,20061
90022,20060
90020,20059
90014,20058
90012,20057
90008,20056
90004,20055
91084,20054
91080,20053
91076,20052
19058,20051
19057,20050
22133,20049
22134,20048
34313,20046
34311,20045
54762,20044
54761,20043
54759,20042
54760,20041
54825,20040
54826,20039
19610,20037
19609,20036
90820,20034
90636,20033
90792,20032
90758,20031
90366,20030
90342,20029
90310,20028
90280,20027
90244,20026
90152,20025
90218,20024
90182,20023
90120,20022
34353,20021
34351,20019
34356,20018
34358,20020
36073,20017
38717,20016
38501,20015
38385,20010
38383,20009
38371,20008
38357,20007
38337,20006
38117,20003
38151,20005
38623,20004
38311,20001
38109,20000
38407,19999
90938,19996
90946,19998
90190,19995
90140,19997
90328,19994
90184,19993
90914,19992
90894,19988
90348,19991
90926,19990
90912,19989
90878,19987
90876,19986
90862,19985
90834,19983
90848,19984
90830,19982
90810,19981
90794,19980
90784,19979
90728,19975
90722,19978
90760,19977
90720,19974
90744,19976
90714,19973
90642,19972
90686,19971
90588,19967
90618,19970
90614,19969
90600,19968
90578,19966
90526,19965
90506,19964
90484,19963
90474,19962
90442,19961
90430,19960
90414,19959
90404,19958
90368,19955
90388,19957
90362,19954
90378,19956
90354,19953
90344,19952
90320,19951
90312,19950
90272,19946
90298,19949
90296,19948
90286,19947
90268,19945
90256,19944
90246,19943
90234,19942
90222,19941
