City1,City2
Shivaganga,Mangalore
Komarolu,Chennai
Komarolu,Tirupati
Komarolu,Hyderabad
Komarolu,Bengaluru
Kachariya,Udaipur
Kachariya,Bhopal
Kachariya,Jaipur
Kachariya,Ahmedabad
Kachariya,Indore
Kachariya,"New Delhi"
Kachariya,Vadodara
Kachariya,Jodhpur
Mandara,Patna
Mandara,Ranchi
Mandara,Gaya
Mandara,Kolkata
Toranagallu,Coimbatore
Toranagallu,Chennai
Toranagallu,Tirupati
Toranagallu,Kozhikode
Toranagallu,Pune
Toranagallu,Hyderabad
Toranagallu,Bengaluru
Toranagallu,Dabolim
Toranagallu,Mangalore
Kachari,Udaipur
Kachari,Bhopal
Kachari,Jaipur
Kachari,Indore
Kachari,"New Delhi"
"M R Palem",Visakhapatnam
"M R Palem",Hyderabad
"Alangulam Tnc",Coimbatore
"Alangulam Tnc",Kozhikode
"Alangulam Tnc",Madurai
"Alangulam Tnc",Bengaluru
"Alangulam Tnc",Tiruchirappalli
"Alangulam Tnc",Thiruvananthapuram
"Alangulam Tnc",Kochi
Udaipur,Udaipur
Udaipur,Ahmedabad
Udaipur,"New Delhi"
Udaipur,Jodhpur
Sasaram,Patna
Sasaram,Ranchi
Sasaram,Gaya
Sasaram,Kolkata
Sasaram,Varanasi
Bahadurpur(Hooghly),Ranchi
Bahadurpur(Hooghly),Kolkata
Boripardhi,Mumbai
Boripardhi,Pune
Boripardhi,Aurangabad
Cheruvathur,Coimbatore
Cheruvathur,Kozhikode
Cheruvathur,Bengaluru
Cheruvathur,Mangalore
Cheruvathur,Kochi
Dhepura,Bagdogra
Dhepura,Patna
Dhepura,Ranchi
Dhepura,Gaya
Dhepura,Kolkata
Dhepura,Varanasi
Dalasanur,Coimbatore
Dalasanur,Chennai
Dalasanur,Tirupati
Dalasanur,Kozhikode
Dalasanur,Bengaluru
Dalasanur,Tiruchirappalli
"Hasanpur(Yamuna Nagar)",Amritsar
"Hasanpur(Yamuna Nagar)",Dehradun
"Hasanpur(Yamuna Nagar)",Chandigarh
"Hasanpur(Yamuna Nagar)","New Delhi"
Chacha,Udaipur
Chacha,Jaipur
Chacha,"New Delhi"
Chacha,Jodhpur
Manjeshwar,Kozhikode
Manjeshwar,Bengaluru
Manjeshwar,Mangalore
"Khabra Kalan",Amritsar
"Khabra Kalan",Jammu
"Khabra Kalan",Dehradun
"Khabra Kalan",Jaipur
"Khabra Kalan",Chandigarh
"Khabra Kalan","New Delhi"
"Khabra Kalan",Jodhpur
Badarpur,Guwahati
Badarpur,Dibrugarh
Badarpur,Agartala
Badarpur,Kolkata
Badarpur,Imphal
Kalajhariya,Patna
Kalajhariya,Bhubaneshwar
Kalajhariya,Ranchi
Kalajhariya,Gaya
Kalajhariya,Kolkata
Bhamragarh,Raipur
Bhamragarh,Visakhapatnam
Bhamragarh,Hyderabad
Bhamragarh,Nagpur
Solapur,Mumbai
Solapur,Pune
Solapur,Hyderabad
Solapur,Dabolim
Solapur,Aurangabad
Bhusawal,Mumbai
Bhusawal,Bhopal
Bhusawal,Pune
Bhusawal,Indore
Bhusawal,Vadodara
Bhusawal,Aurangabad
Bhusawal,Nagpur
Rayachoti,Chennai
Rayachoti,Tirupati
Rayachoti,Bengaluru
Udgir,Pune
Udgir,Hyderabad
Udgir,Aurangabad
Udgir,Nagpur
Khakhar,Mumbai
Khakhar,Rajkot
Khakhar,Ahmedabad
Khakhar,Vadodara
Tamarada,Raipur
Tamarada,Visakhapatnam
Tamarada,Bhubaneshwar
Tamarada,Hyderabad
"Asan Melra",Udaipur
"Asan Melra",Jaipur
"Asan Melra",Ahmedabad
"Asan Melra","New Delhi"
"Asan Melra",Jodhpur
Pundalsar,Amritsar
Pundalsar,Udaipur
Pundalsar,Jaipur
Pundalsar,Chandigarh
Pundalsar,"New Delhi"
Pundalsar,Jodhpur
Sunsi,Lucknow
Sunsi,"New Delhi"
Sunsi,Varanasi
Amoni,Bhopal
Amoni,Indore
Amoni,"New Delhi"
"Janum(Seraikela Kharsawan)",Patna
"Janum(Seraikela Kharsawan)",Bhubaneshwar
"Janum(Seraikela Kharsawan)",Ranchi
"Janum(Seraikela Kharsawan)",Gaya
"Janum(Seraikela Kharsawan)",Kolkata
Garamotari,Bhubaneshwar
Garamotari,Kolkata
Ginigera,Coimbatore
Ginigera,Chennai
Ginigera,Tirupati
Ginigera,Kozhikode
Ginigera,Pune
Ginigera,Hyderabad
Ginigera,Bengaluru
Ginigera,Dabolim
Ginigera,Mangalore
Jeeran,Udaipur
Jeeran,Jaipur
Jeeran,Ahmedabad
Jeeran,"New Delhi"
Jeeran,Jodhpur
Nagaon,Guwahati
Nagaon,Dibrugarh
Nagaon,Agartala
Nagaon,Kolkata
Nagaon,Imphal
Kennalu,Coimbatore
Kennalu,Tirupati
Kennalu,Kozhikode
Kennalu,Madurai
Kennalu,Bengaluru
Kennalu,Tiruchirappalli
Kennalu,Mangalore
Kennalu,Kochi
Paprera,Dehradun
Paprera,Lucknow
Paprera,Jaipur
Paprera,Chandigarh
Paprera,"New Delhi"
Bhaddi,Patna
Bhaddi,Ranchi
Bhaddi,Gaya
Bhaddi,Kolkata
"Karamgarh Sattran",Amritsar
"Karamgarh Sattran",Jammu
"Karamgarh Sattran",Dehradun
"Karamgarh Sattran",Jaipur
"Karamgarh Sattran",Chandigarh
"Karamgarh Sattran","New Delhi"
Barra,Bagdogra
Barra,Patna
Barra,Bhubaneshwar
Barra,Agartala
Barra,Ranchi
Barra,Gaya
Barra,Kolkata
Kandrori,Amritsar
Kandrori,Jammu
Kandrori,Dehradun
Kandrori,Leh
Kandrori,Srinagar
Kandrori,Chandigarh
Kandrori,"New Delhi"
Uditpur,Patna
Uditpur,Lucknow
Uditpur,Gaya
Uditpur,"New Delhi"
Uditpur,Varanasi
Bamanheri,Dehradun
Bamanheri,Chandigarh
Bamanheri,"New Delhi"
"Block & Catch Siding Cabin 3(Thane)",Mumbai
"Block & Catch Siding Cabin 3(Thane)",Pune
"Block & Catch Siding Cabin 3(Thane)",Vadodara
"Block & Catch Siding Cabin 3(Thane)",Aurangabad
"Vasco Da Gama",Mumbai
"Vasco Da Gama",Dabolim
Mandapam(Ramanathapuram),Coimbatore
Mandapam(Ramanathapuram),Chennai
Mandapam(Ramanathapuram),Madurai
Mandapam(Ramanathapuram),Tiruchirappalli
Mandapam(Ramanathapuram),Thiruvananthapuram
Mandapam(Ramanathapuram),Kochi
"Dahegaon Gosavi",Raipur
"Dahegaon Gosavi",Hyderabad
"Dahegaon Gosavi",Nagpur
Gopinathpur(Dhanbad),Bagdogra
Gopinathpur(Dhanbad),Patna
Gopinathpur(Dhanbad),Bhubaneshwar
Gopinathpur(Dhanbad),Ranchi
Gopinathpur(Dhanbad),Gaya
Gopinathpur(Dhanbad),Kolkata
Manipur(Samastipur),Bagdogra
Manipur(Samastipur),Patna
Manipur(Samastipur),Ranchi
Manipur(Samastipur),Gaya
Manipur(Samastipur),Kolkata
Manipur(Samastipur),Varanasi
Barnala,Amritsar
Barnala,Jammu
Barnala,Dehradun
Barnala,Chandigarh
Barnala,"New Delhi"
Kota(Karnataka),Kozhikode
Kota(Karnataka),Bengaluru
Kota(Karnataka),Dabolim
Kota(Karnataka),Mangalore
Palwal,Dehradun
Palwal,Jaipur
Palwal,Chandigarh
Palwal,"New Delhi"
Rajaldesar,Amritsar
Rajaldesar,Dehradun
Rajaldesar,Udaipur
Rajaldesar,Jaipur
Rajaldesar,Chandigarh
Rajaldesar,"New Delhi"
Rajaldesar,Jodhpur
Peravoorni,Coimbatore
Peravoorni,Chennai
Peravoorni,Madurai
Peravoorni,Tiruchirappalli
Peravoorni,Thiruvananthapuram
Peravoorni,Kochi
Majalgaon,Mumbai
Majalgaon,Pune
Majalgaon,Hyderabad
Majalgaon,Aurangabad
Vedchha,Mumbai
Vedchha,Pune
Vedchha,Rajkot
Vedchha,Ahmedabad
Vedchha,Indore
Vedchha,Vadodara
Vedchha,Aurangabad
"Nawapada Kalirundi",Mumbai
"Nawapada Kalirundi",Udaipur
"Nawapada Kalirundi",Bhopal
"Nawapada Kalirundi",Ahmedabad
"Nawapada Kalirundi",Indore
"Nawapada Kalirundi",Vadodara
"Nawapada Kalirundi",Aurangabad
Chhatrapur,Visakhapatnam
Chhatrapur,Bhubaneshwar
Chhatrapur,Kolkata
Mudigere,Coimbatore
Mudigere,Kozhikode
Mudigere,Bengaluru
Mudigere,Dabolim
Mudigere,Mangalore
Valsad,Mumbai
Valsad,Pune
Valsad,Rajkot
Valsad,Ahmedabad
Valsad,Indore
Valsad,Vadodara
Valsad,Aurangabad
Mungaoli,Bhopal
Mungaoli,Lucknow
Mungaoli,Jaipur
Mungaoli,Indore
Mungaoli,"New Delhi"
Mungaoli,Nagpur
Budni,Bhopal
Budni,Hyderabad
Budni,Indore
Budni,Nagpur
"Nubra Valley",Leh
"Nubra Valley",Srinagar
"Nubra Valley","New Delhi"
Ahju,Amritsar
Ahju,Jammu
Ahju,Dehradun
Ahju,Leh
Ahju,Srinagar
Ahju,Chandigarh
Ahju,"New Delhi"
Kosiawan,Patna
Kosiawan,Ranchi
Kosiawan,Gaya
Kosiawan,Kolkata
Kosiawan,Varanasi
Chikballapur,Coimbatore
Chikballapur,Chennai
Chikballapur,Tirupati
Chikballapur,Kozhikode
Chikballapur,Bengaluru
Sirhind,Amritsar
Sirhind,Jammu
Sirhind,Dehradun
Sirhind,Chandigarh
Sirhind,"New Delhi"
Jakkalacheruvu,Coimbatore
Jakkalacheruvu,Chennai
Jakkalacheruvu,Tirupati
Jakkalacheruvu,Kozhikode
Jakkalacheruvu,Hyderabad
Jakkalacheruvu,Bengaluru
Jakkalacheruvu,Dabolim
Jakkalacheruvu,Mangalore
Mungilipattu,Chennai
Mungilipattu,Tirupati
Mungilipattu,Bengaluru
"Jaynagar(South 24 Parganas)",Kolkata
Pay,Raipur
Pay,Bhopal
Pay,Lucknow
Pay,Jaipur
Pay,Indore
Pay,"New Delhi"
Pay,Varanasi
Pay,Nagpur
Badlaghat,Bagdogra
Badlaghat,Patna
Badlaghat,Ranchi
Badlaghat,Gaya
Badlaghat,Kolkata
Badlaghat,Varanasi
Bihpur,Bagdogra
Bihpur,Patna
Bihpur,Ranchi
Bihpur,Gaya
Bihpur,Kolkata
Bihpur,Varanasi
Muktaraja,Raipur
Muktaraja,Bhubaneshwar
Muktaraja,Ranchi
Muktaraja,Gaya
Muktaraja,Kolkata
Muktaraja,Varanasi
Muktaraja,Nagpur
Saphale,Mumbai
Saphale,Pune
Saphale,Vadodara
Saphale,Aurangabad
Mantapampalle(Kadapa),Chennai
Mantapampalle(Kadapa),Tirupati
Mantapampalle(Kadapa),Bengaluru
Hadsan,Mumbai
Hadsan,Pune
Hadsan,Indore
Hadsan,Vadodara
Hadsan,Aurangabad
Nanjangud,Coimbatore
Nanjangud,Tirupati
Nanjangud,Kozhikode
Nanjangud,Madurai
Nanjangud,Bengaluru
Nanjangud,Tiruchirappalli
Nanjangud,Mangalore
Nanjangud,Kochi
Raniwara,Mumbai
Raniwara,Udaipur
Raniwara,Rajkot
Raniwara,Ahmedabad
Raniwara,Vadodara
Raniwara,Jodhpur
Shivpura,Mumbai
Shivpura,Udaipur
Shivpura,Bhopal
Shivpura,Indore
Shivpura,Vadodara
Nalkata,Guwahati
Nalkata,Agartala
Nalkata,Kolkata
Nalkata,Imphal
Shivpuri,Udaipur
Shivpuri,Bhopal
Shivpuri,Lucknow
Shivpuri,Jaipur
Shivpuri,Indore
Shivpuri,"New Delhi"
Shivpuri,Jodhpur
Malia(Junagadh),Mumbai
Malia(Junagadh),Rajkot
Malia(Junagadh),Ahmedabad
Malia(Junagadh),Vadodara
Hanumanwadi,Mumbai
Hanumanwadi,Pune
Hanumanwadi,Indore
Hanumanwadi,Vadodara
Hanumanwadi,Aurangabad
Ghugumari,Guwahati
Ghugumari,Bagdogra
Ghugumari,Agartala
Ghugumari,Kolkata
"Shenoli Station",Mumbai
"Shenoli Station",Pune
"Shenoli Station",Dabolim
"Shenoli Station",Aurangabad
"Bhatkhera At Faridpur",Udaipur
"Bhatkhera At Faridpur",Bhopal
"Bhatkhera At Faridpur",Jaipur
"Bhatkhera At Faridpur",Indore
"Bhatkhera At Faridpur","New Delhi"
Wellington,Coimbatore
Wellington,Kozhikode
Wellington,Madurai
Wellington,Bengaluru
Wellington,Tiruchirappalli
Wellington,Mangalore
Wellington,Kochi
Gotpara,Guwahati
Gotpara,Bagdogra
Gotpara,Patna
Gotpara,Agartala
Gotpara,Ranchi
Gotpara,Gaya
Gotpara,Kolkata
"Shri Vijainagar",Amritsar
"Shri Vijainagar",Jammu
"Shri Vijainagar",Dehradun
"Shri Vijainagar",Jaipur
"Shri Vijainagar",Chandigarh
"Shri Vijainagar","New Delhi"
"Shri Vijainagar",Jodhpur
Mandhana,Lucknow
Mandhana,"New Delhi"
Mandhana,Varanasi
Sangla,Amritsar
Sangla,Jammu
Sangla,Dehradun
Sangla,Leh
Sangla,Chandigarh
Sangla,"New Delhi"
"Phawngpui Peak",Guwahati
"Phawngpui Peak",Agartala
"Phawngpui Peak",Kolkata
"Phawngpui Peak",Imphal
Kosigi,Chennai
Kosigi,Tirupati
Kosigi,Hyderabad
Kosigi,Bengaluru
Kosigi,Dabolim
Kosigi,Mangalore
Taraknagar,Agartala
Taraknagar,Ranchi
Taraknagar,Kolkata
Khambhat,Mumbai
Khambhat,Udaipur
Khambhat,Rajkot
Khambhat,Ahmedabad
Khambhat,Vadodara
"Chubkiya Tal",Amritsar
"Chubkiya Tal",Jammu
"Chubkiya Tal",Dehradun
"Chubkiya Tal",Jaipur
"Chubkiya Tal",Chandigarh
"Chubkiya Tal","New Delhi"
"Chubkiya Tal",Jodhpur
"Dhing Town",Guwahati
"Dhing Town",Dibrugarh
"Dhing Town",Agartala
"Dhing Town",Kolkata
"Dhing Town",Imphal
Khidarpur,Bagdogra
Khidarpur,Patna
Khidarpur,Agartala
Khidarpur,Ranchi
Khidarpur,Gaya
Khidarpur,Kolkata
Baragere,Bhubaneshwar
Baragere,Ranchi
Baragere,Kolkata
"B R Hills",Coimbatore
"B R Hills",Chennai
"B R Hills",Tirupati
"B R Hills",Kozhikode
"B R Hills",Madurai
"B R Hills",Bengaluru
"B R Hills",Tiruchirappalli
"B R Hills",Mangalore
"B R Hills",Kochi
Akkalkot,Mumbai
Akkalkot,Pune
Akkalkot,Hyderabad
Akkalkot,Dabolim
Akkalkot,Aurangabad
Nakadongri,Raipur
Nakadongri,Bhopal
Nakadongri,Hyderabad
Nakadongri,Nagpur
"Dhindora Hukmikhera(Raichur)",Jaipur
"Dhindora Hukmikhera(Raichur)","New Delhi"
Kachujor,Bagdogra
Kachujor,Patna
Kachujor,Agartala
Kachujor,Ranchi
Kachujor,Gaya
Kachujor,Kolkata
Piparseva,Dehradun
Piparseva,Udaipur
Piparseva,Bhopal
Piparseva,Lucknow
Piparseva,Jaipur
Piparseva,Indore
Piparseva,"New Delhi"
Piparseva,Varanasi
Chhotarapursasan,Visakhapatnam
Chhotarapursasan,Bhubaneshwar
Chhotarapursasan,Kolkata
Ambala(Hingoli),Bhopal
Ambala(Hingoli),Pune
Ambala(Hingoli),Hyderabad
Ambala(Hingoli),Indore
Ambala(Hingoli),Aurangabad
Ambala(Hingoli),Nagpur
Bandhda,Mumbai
Bandhda,Rajkot
Bandhda,Ahmedabad
Bandhda,Vadodara
Noida,Dehradun
Noida,Jaipur
Noida,Chandigarh
Noida,"New Delhi"
Mor,Bagdogra
Mor,Patna
Mor,Ranchi
Mor,Gaya
Mor,Kolkata
Mor,Varanasi
Bajagoli,Kozhikode
Bajagoli,Bengaluru
Bajagoli,Dabolim
Bajagoli,Mangalore
Yellamanchili,Visakhapatnam
Yellamanchili,Hyderabad
Sidhwalia,Patna
Sidhwalia,Ranchi
Sidhwalia,Gaya
Sidhwalia,Kolkata
Sidhwalia,Varanasi
Karnal,Amritsar
Karnal,Dehradun
Karnal,Jaipur
Karnal,Chandigarh
Karnal,"New Delhi"
Dehri-On-Sone,Patna
Dehri-On-Sone,Ranchi
Dehri-On-Sone,Gaya
Dehri-On-Sone,Kolkata
Dehri-On-Sone,Varanasi
Mon,Dibrugarh
Mon,Imphal
Chiplun,Mumbai
Chiplun,Pune
Chiplun,Dabolim
Chiplun,Aurangabad
Ganguvada,Raipur
Ganguvada,Visakhapatnam
Ganguvada,Bhubaneshwar
Ganguvada,Hyderabad
"Puranpur Mustahkam",Dehradun
"Puranpur Mustahkam",Lucknow
"Puranpur Mustahkam",Jaipur
"Puranpur Mustahkam",Chandigarh
"Puranpur Mustahkam","New Delhi"
"Gauri Bazar",Patna
"Gauri Bazar",Lucknow
"Gauri Bazar",Ranchi
"Gauri Bazar",Gaya
"Gauri Bazar",Kolkata
"Gauri Bazar",Varanasi
Nakthar,Patna
Nakthar,Lucknow
Nakthar,Gaya
Nakthar,"New Delhi"
Nakthar,Varanasi
Harchandpur,Dehradun
Harchandpur,Jaipur
Harchandpur,Chandigarh
Harchandpur,"New Delhi"
"Shahpur Titiha",Patna
"Shahpur Titiha",Lucknow
"Shahpur Titiha",Ranchi
"Shahpur Titiha",Gaya
"Shahpur Titiha",Kolkata
"Shahpur Titiha",Varanasi
Maklishpur,Bagdogra
Maklishpur,Patna
Maklishpur,Agartala
Maklishpur,Ranchi
Maklishpur,Gaya
Maklishpur,Kolkata
Hapur,Dehradun
Hapur,Jaipur
Hapur,Chandigarh
Hapur,"New Delhi"
Pudukudi,Coimbatore
Pudukudi,Madurai
Pudukudi,Bengaluru
Pudukudi,Tiruchirappalli
Pudukudi,Thiruvananthapuram
Pudukudi,Kochi
Koradacheri,Coimbatore
Koradacheri,Chennai
Koradacheri,Tirupati
Koradacheri,Madurai
Koradacheri,Bengaluru
Koradacheri,Tiruchirappalli
"Sarya Sani",Lucknow
"Sarya Sani","New Delhi"
"Sarya Sani",Varanasi
Khedbrahma,Mumbai
Khedbrahma,Udaipur
Khedbrahma,Rajkot
Khedbrahma,Ahmedabad
Khedbrahma,Indore
Khedbrahma,Vadodara
Khedbrahma,Jodhpur
Kozhikode,Coimbatore
Kozhikode,Kozhikode
Kozhikode,Bengaluru
Kozhikode,Mangalore
Kozhikode,Kochi
Manigram,Guwahati
Manigram,Bagdogra
Manigram,Patna
Manigram,Agartala
Manigram,Ranchi
Manigram,Gaya
Manigram,Kolkata
Padapahar,Bhubaneshwar
Padapahar,Ranchi
Padapahar,Gaya
Padapahar,Kolkata
"Itakhuli Te.250 Nlr.Gt.",Dibrugarh
Golthamajal,Kozhikode
Golthamajal,Bengaluru
Golthamajal,Mangalore
Chopta,Dehradun
Chopta,Chandigarh
Chopta,"New Delhi"
"Kumtha Khurd",Mumbai
"Kumtha Khurd",Pune
"Kumtha Khurd",Hyderabad
"Kumtha Khurd",Aurangabad
"Kumtha Khurd",Nagpur
Jeypore,Raipur
Jeypore,Visakhapatnam
Jeypore,Bhubaneshwar
Jeypore,Hyderabad
Tadwal(Solapur),Mumbai
Tadwal(Solapur),Pune
Tadwal(Solapur),Hyderabad
Tadwal(Solapur),Dabolim
Tadwal(Solapur),Aurangabad
Bhavaninagar,Mumbai
Bhavaninagar,Pune
Bhavaninagar,Hyderabad
Bhavaninagar,Dabolim
Bhavaninagar,Aurangabad
Pabnawa,Amritsar
Pabnawa,Dehradun
Pabnawa,Jaipur
Pabnawa,Chandigarh
Pabnawa,"New Delhi"
"Bheelya Khera",Udaipur
"Bheelya Khera",Bhopal
"Bheelya Khera",Jaipur
"Bheelya Khera",Ahmedabad
"Bheelya Khera",Indore
"Bheelya Khera","New Delhi"
"Bheelya Khera",Vadodara
"Bheelya Khera",Jodhpur
Tezpur,Guwahati
Tezpur,Dibrugarh
Tezpur,Agartala
Tezpur,Kolkata
Tezpur,Imphal
Rajgarh(Churu),Amritsar
Rajgarh(Churu),Dehradun
Rajgarh(Churu),Jaipur
Rajgarh(Churu),Chandigarh
Rajgarh(Churu),"New Delhi"
Rajgarh(Churu),Jodhpur
Karanpur,Lucknow
Karanpur,"New Delhi"
Karanpur,Varanasi
Rumtek,Bagdogra
Rumtek,Kolkata
Beko,Patna
Beko,Ranchi
Beko,Gaya
Beko,Kolkata
Beko,Varanasi
"Saraismail Urf Khagalpur",Patna
"Saraismail Urf Khagalpur",Lucknow
"Saraismail Urf Khagalpur",Gaya
"Saraismail Urf Khagalpur","New Delhi"
"Saraismail Urf Khagalpur",Varanasi
Manjha,Patna
Manjha,Lucknow
Manjha,Ranchi
Manjha,Gaya
Manjha,Kolkata
Manjha,Varanasi
Chintamanpur,Bagdogra
Chintamanpur,Patna
Chintamanpur,Gaya
Chintamanpur,Kolkata
Chintamanpur,Varanasi
Akot,Bhopal
Akot,Pune
Akot,Hyderabad
Akot,Indore
Akot,Vadodara
Akot,Aurangabad
Akot,Nagpur
Jhakurkol,Ranchi
Jhakurkol,Kolkata
"Sankaran Koil",Coimbatore
"Sankaran Koil",Madurai
"Sankaran Koil",Bengaluru
"Sankaran Koil",Tiruchirappalli
"Sankaran Koil",Thiruvananthapuram
"Sankaran Koil",Kochi
Manjhi,Patna
Manjhi,Ranchi
Manjhi,Gaya
Manjhi,Kolkata
Manjhi,Varanasi
Mekra,Bagdogra
Mekra,Patna
Mekra,Ranchi
Mekra,Gaya
Mekra,Kolkata
Mekra,Varanasi
Amreli,Mumbai
Amreli,Rajkot
Amreli,Ahmedabad
Amreli,Vadodara
Bhabaniprasad,Guwahati
Bhabaniprasad,Bagdogra
Bhabaniprasad,Agartala
Bhabaniprasad,Kolkata
Mashobra,Amritsar
Mashobra,Jammu
Mashobra,Dehradun
Mashobra,Chandigarh
Mashobra,"New Delhi"
Silambimangalam,Coimbatore
Silambimangalam,Chennai
Silambimangalam,Tirupati
Silambimangalam,Madurai
Silambimangalam,Bengaluru
Silambimangalam,Tiruchirappalli
Kodumunda,Coimbatore
Kodumunda,Kozhikode
Kodumunda,Madurai
Kodumunda,Bengaluru
Kodumunda,Tiruchirappalli
Kodumunda,Mangalore
Kodumunda,Thiruvananthapuram
Kodumunda,Kochi
"Kosma Musalmeen",Dehradun
"Kosma Musalmeen",Bhopal
"Kosma Musalmeen",Lucknow
"Kosma Musalmeen",Jaipur
"Kosma Musalmeen",Chandigarh
"Kosma Musalmeen","New Delhi"
"Kosma Musalmeen",Varanasi
Kamalganj,Dehradun
Kamalganj,Lucknow
Kamalganj,Jaipur
Kamalganj,"New Delhi"
"Uttar Chara Sankarara",Ranchi
"Uttar Chara Sankarara",Kolkata
"Mehandipur Balaji",Jaipur
"Mehandipur Balaji","New Delhi"
"Mehandipur Balaji",Jodhpur
Bhanpuri,Raipur
Bhanpuri,Hyderabad
Bhanpuri,Nagpur
Iqbalgadh,Mumbai
Iqbalgadh,Udaipur
Iqbalgadh,Rajkot
Iqbalgadh,Ahmedabad
Iqbalgadh,Vadodara
Iqbalgadh,Jodhpur
Movva,Chennai
Movva,Tirupati
Movva,Visakhapatnam
Movva,Hyderabad
Movva,Bengaluru
Sunjhiri,Raipur
Sunjhiri,Bhopal
Sunjhiri,Hyderabad
Sunjhiri,Nagpur
Vilathikulam,Coimbatore
Vilathikulam,Madurai
Vilathikulam,Bengaluru
Vilathikulam,Tiruchirappalli
Vilathikulam,Thiruvananthapuram
Vilathikulam,Kochi
Sokali,Mumbai
Sokali,Udaipur
Sokali,Rajkot
Sokali,Ahmedabad
Sokali,Vadodara
Lakshmankudi,Coimbatore
Lakshmankudi,Chennai
Lakshmankudi,Tirupati
Lakshmankudi,Madurai
Lakshmankudi,Bengaluru
Lakshmankudi,Tiruchirappalli
Barwadih,Patna
Barwadih,Ranchi
Barwadih,Gaya
Barwadih,Kolkata
Barwadih,Varanasi
Patna,Patna
Patna,Gaya
Patna,Kolkata
Patna,Varanasi
Shahpura(Rajgarh),Udaipur
Shahpura(Rajgarh),Bhopal
Shahpura(Rajgarh),Indore
Shahpura(Rajgarh),"New Delhi"
Raghunathpur(Hooghly),Kolkata
"Rampura Beri",Amritsar
"Rampura Beri",Dehradun
"Rampura Beri",Jaipur
"Rampura Beri",Chandigarh
"Rampura Beri","New Delhi"
"Rampura Beri",Jodhpur
Bahjoi,Dehradun
Bahjoi,Lucknow
Bahjoi,Jaipur
Bahjoi,Chandigarh
Bahjoi,"New Delhi"
Hathuran,Mumbai
Hathuran,Rajkot
Hathuran,Ahmedabad
Hathuran,Indore
Hathuran,Vadodara
Hathuran,Aurangabad
Khamgaon,Bhopal
Khamgaon,Pune
Khamgaon,Hyderabad
Khamgaon,Indore
Khamgaon,Vadodara
Khamgaon,Aurangabad
Khamgaon,Nagpur
Bajpura,Patna
Bajpura,Ranchi
Bajpura,Gaya
Bajpura,Kolkata
Bajpura,Varanasi
Tyada,Visakhapatnam
Tyada,Hyderabad
Gora,Dehradun
Gora,Bhopal
Gora,Lucknow
Gora,Jaipur
Gora,Indore
Gora,"New Delhi"
Gora,Varanasi
Dhanoli,Raipur
Dhanoli,Hyderabad
Dhanoli,Nagpur
Simrai,Bhopal
Simrai,Indore
Simrai,"New Delhi"
Simrai,Nagpur
Umapur,Bagdogra
Umapur,Patna
Umapur,Agartala
Umapur,Ranchi
Umapur,Gaya
Umapur,Kolkata
Umapur,Varanasi
Venkatesapuram,Coimbatore
Venkatesapuram,Chennai
Venkatesapuram,Tirupati
Venkatesapuram,Madurai
Venkatesapuram,Bengaluru
Venkatesapuram,Tiruchirappalli
Manchili,Chennai
Manchili,Tirupati
Manchili,Visakhapatnam
Manchili,Hyderabad
Nalanda,Patna
Nalanda,Ranchi
Nalanda,Gaya
Nalanda,Kolkata
Nalanda,Varanasi
Markundi,Raipur
Markundi,Patna
Markundi,Bhopal
Markundi,Lucknow
Markundi,Gaya
Markundi,"New Delhi"
Markundi,Varanasi
Nandre,Mumbai
Nandre,Bhopal
Nandre,Pune
Nandre,Indore
Nandre,Vadodara
Nandre,Aurangabad
Minnampalli,Coimbatore
Minnampalli,Chennai
Minnampalli,Tirupati
Minnampalli,Kozhikode
Minnampalli,Madurai
Minnampalli,Bengaluru
Minnampalli,Tiruchirappalli
Minnampalli,Kochi
"Lasudia Ila",Udaipur
"Lasudia Ila",Bhopal
"Lasudia Ila",Jaipur
"Lasudia Ila",Ahmedabad
"Lasudia Ila",Indore
"Lasudia Ila","New Delhi"
"Lasudia Ila",Vadodara
"Lasudia Ila",Jodhpur
Reddimankuppam,Coimbatore
Reddimankuppam,Chennai
Reddimankuppam,Tirupati
Reddimankuppam,Kozhikode
Reddimankuppam,Madurai
Reddimankuppam,Bengaluru
Reddimankuppam,Tiruchirappalli
"Kunja Bahadurpur",Dehradun
"Kunja Bahadurpur",Chandigarh
"Kunja Bahadurpur","New Delhi"
Barari,Bagdogra
Barari,Patna
Barari,Ranchi
Barari,Gaya
Barari,Kolkata
Karonda,Bhopal
Karonda,Lucknow
Karonda,Jaipur
Karonda,Indore
Karonda,"New Delhi"
Karonda,Nagpur
Tekal,Coimbatore
Tekal,Chennai
Tekal,Tirupati
Tekal,Kozhikode
Tekal,Bengaluru
Tekal,Tiruchirappalli
Gulothi,Dehradun
Gulothi,Jaipur
Gulothi,Chandigarh
Gulothi,"New Delhi"
Barara,Amritsar
Barara,Dehradun
Barara,Chandigarh
Barara,"New Delhi"
Rajnagar,Bagdogra
Rajnagar,Patna
Rajnagar,Ranchi
Rajnagar,Gaya
Rajnagar,Kolkata
Rajnagar,Varanasi
Hethbarga,Patna
Hethbarga,Ranchi
Hethbarga,Gaya
Hethbarga,Kolkata
Namrup,Dibrugarh
Namrup,Imphal
Daula,Amritsar
Daula,Jammu
Daula,Dehradun
Daula,Jaipur
Daula,Chandigarh
Daula,"New Delhi"
Chauhata,Bagdogra
Chauhata,Patna
